SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE
104998,0,Cash loans,M,N,Y,337500,1062000,Commercial associate,Secondary / secondary special,Married,House / apartment
104999,0,Revolving loans,M,Y,Y,225000,585000,Working,Secondary / secondary special,Single / not married,House / apartment
105000,0,Cash loans,M,N,N,225000,539100,Working,Higher education,Married,House / apartment
105001,0,Cash loans,F,N,Y,72000,343800,Working,Secondary / secondary special,Married,House / apartment
105002,0,Revolving loans,M,Y,Y,148500,180000,Working,Secondary / secondary special,Married,Municipal apartment
105003,0,Cash loans,M,Y,Y,135000,254700,Working,Secondary / secondary special,Married,House / apartment
105004,0,Cash loans,F,N,Y,90000,242595,Commercial associate,Secondary / secondary special,Married,House / apartment
105005,0,Cash loans,F,N,Y,135000,668304,Commercial associate,Secondary / secondary special,Married,House / apartment
105006,1,Cash loans,M,Y,Y,270000,450000,Working,Secondary / secondary special,Civil marriage,House / apartment
105007,0,Cash loans,F,N,Y,81000,239850,Working,Secondary / secondary special,Married,House / apartment
105008,0,Cash loans,F,Y,Y,157500,521280,Commercial associate,Secondary / secondary special,Married,House / apartment
105009,0,Cash loans,F,Y,Y,202500,1732500,Working,Higher education,Married,House / apartment
105010,0,Cash loans,F,N,Y,101250,343377,Pensioner,Secondary / secondary special,Married,House / apartment
105011,0,Cash loans,F,N,Y,126000,225000,Pensioner,Higher education,Married,House / apartment
105012,0,Cash loans,F,N,Y,540000,906228,Commercial associate,Secondary / secondary special,Married,House / apartment
105014,0,Cash loans,M,N,Y,115200,161730,Working,Lower secondary,Civil marriage,House / apartment
105016,0,Cash loans,F,Y,Y,202500,331834.5,Working,Higher education,Married,House / apartment
105017,0,Cash loans,F,N,Y,135000,257562,Working,Higher education,Married,House / apartment
105018,0,Cash loans,F,Y,Y,225000,313438.5,Working,Secondary / secondary special,Civil marriage,House / apartment
105020,0,Revolving loans,M,Y,N,157500,450000,Working,Secondary / secondary special,Married,House / apartment
105021,0,Cash loans,F,N,Y,67500,118692,Working,Secondary / secondary special,Married,House / apartment
105022,0,Cash loans,F,N,Y,85500,315000,Working,Secondary / secondary special,Civil marriage,House / apartment
105023,0,Cash loans,F,N,N,112500,332842.5,Working,Secondary / secondary special,Married,House / apartment
105024,0,Cash loans,F,N,N,135000,454500,Working,Higher education,Married,House / apartment
105025,0,Cash loans,F,N,Y,58500,127350,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
105026,0,Cash loans,F,Y,Y,216000,1125000,Working,Higher education,Married,House / apartment
105028,0,Cash loans,F,N,Y,90000,450000,Commercial associate,Higher education,Separated,With parents
105029,0,Cash loans,F,Y,N,112500,299772,Working,Higher education,Single / not married,House / apartment
105031,0,Cash loans,F,N,Y,157500,743031,State servant,Higher education,Married,House / apartment
105032,0,Cash loans,F,N,Y,81000,659610,Working,Secondary / secondary special,Widow,House / apartment
105033,0,Cash loans,M,Y,Y,135000,562491,Commercial associate,Secondary / secondary special,Married,House / apartment
105034,0,Cash loans,F,N,Y,108000,485901,Working,Secondary / secondary special,Civil marriage,House / apartment
105036,0,Cash loans,F,N,Y,270000,227520,Pensioner,Secondary / secondary special,Married,House / apartment
105037,0,Cash loans,F,N,Y,90000,206280,Pensioner,Secondary / secondary special,Married,House / apartment
105038,0,Cash loans,F,Y,Y,180000,1078200,Working,Secondary / secondary special,Married,House / apartment
105039,0,Cash loans,F,N,N,90000,900000,Pensioner,Higher education,Civil marriage,House / apartment
105040,0,Cash loans,M,Y,N,90000,1078200,Pensioner,Lower secondary,Married,House / apartment
105042,1,Cash loans,F,N,N,67500,225000,Working,Secondary / secondary special,Married,House / apartment
105043,0,Cash loans,M,N,N,180000,437076,Working,Secondary / secondary special,Single / not married,House / apartment
105044,0,Cash loans,F,N,Y,54000,355536,Pensioner,Secondary / secondary special,Married,House / apartment
105045,0,Cash loans,M,Y,N,360000,1682446.5,Commercial associate,Higher education,Civil marriage,House / apartment
105046,0,Revolving loans,M,Y,Y,382500,427500,Commercial associate,Higher education,Married,House / apartment
105047,0,Cash loans,F,N,N,189000,599472,Working,Higher education,Single / not married,Co-op apartment
105048,0,Cash loans,F,N,Y,47700,148365,Pensioner,Secondary / secondary special,Separated,House / apartment
105049,0,Cash loans,F,Y,N,225000,630000,Working,Secondary / secondary special,Married,House / apartment
105050,0,Cash loans,F,N,Y,45000,152820,Pensioner,Lower secondary,Widow,House / apartment
105052,0,Cash loans,M,Y,N,135000,1288350,Commercial associate,Secondary / secondary special,Married,House / apartment
105053,0,Cash loans,F,N,Y,90000,760225.5,Pensioner,Secondary / secondary special,Married,House / apartment
105054,0,Cash loans,F,N,Y,112500,1129500,Commercial associate,Secondary / secondary special,Married,House / apartment
105055,0,Cash loans,F,N,Y,247500,2250000,Working,Higher education,Married,House / apartment
105057,0,Cash loans,F,N,N,90000,197820,Commercial associate,Higher education,Married,House / apartment
105058,0,Cash loans,F,N,N,99000,299250,Working,Higher education,Civil marriage,House / apartment
105059,0,Cash loans,F,N,N,112500,815733,Working,Secondary / secondary special,Married,With parents
105060,0,Cash loans,F,N,Y,225000,450000,Commercial associate,Secondary / secondary special,Separated,House / apartment
105061,0,Cash loans,F,N,Y,90000,360000,Commercial associate,Secondary / secondary special,Separated,House / apartment
105062,0,Cash loans,F,N,Y,112500,518562,Working,Secondary / secondary special,Single / not married,House / apartment
105063,0,Cash loans,F,N,Y,67500,164182.5,Pensioner,Secondary / secondary special,Married,House / apartment
105064,0,Cash loans,M,Y,Y,171000,592560,Working,Higher education,Married,House / apartment
105065,0,Cash loans,M,Y,Y,225000,98910,State servant,Secondary / secondary special,Married,Office apartment
105066,0,Cash loans,M,Y,Y,112500,341280,Working,Secondary / secondary special,Married,House / apartment
105068,0,Cash loans,F,N,Y,112500,1130760,Working,Higher education,Married,House / apartment
105069,0,Cash loans,M,Y,Y,135000,422892,State servant,Secondary / secondary special,Single / not married,House / apartment
105070,0,Cash loans,F,Y,Y,180000,440784,Commercial associate,Secondary / secondary special,Married,House / apartment
105073,0,Cash loans,F,N,Y,90000,1082214,Working,Secondary / secondary special,Married,House / apartment
105075,0,Cash loans,F,N,N,112500,719946,Working,Higher education,Single / not married,House / apartment
105076,0,Cash loans,F,Y,N,315000,1762110,State servant,Higher education,Married,House / apartment
105077,0,Cash loans,F,N,N,135000,1350000,Commercial associate,Higher education,Married,House / apartment
105078,0,Revolving loans,F,Y,Y,157500,270000,Commercial associate,Higher education,Single / not married,House / apartment
105079,0,Cash loans,F,N,Y,315000,1024740,Working,Higher education,Married,House / apartment
105080,0,Cash loans,M,N,Y,51750,95940,Working,Lower secondary,Married,House / apartment
105081,1,Cash loans,M,N,Y,157500,301464,Working,Secondary / secondary special,Single / not married,Rented apartment
105082,0,Cash loans,F,Y,Y,103500,454500,Pensioner,Secondary / secondary special,Married,House / apartment
105083,0,Cash loans,F,N,Y,180000,675000,Pensioner,Secondary / secondary special,Married,House / apartment
105084,0,Cash loans,M,N,Y,108859.5,607500,Commercial associate,Higher education,Single / not married,House / apartment
105085,0,Cash loans,F,N,Y,135000,254700,Pensioner,Secondary / secondary special,Widow,House / apartment
105086,0,Cash loans,F,Y,Y,135000,592560,Working,Secondary / secondary special,Married,House / apartment
105087,0,Revolving loans,F,Y,Y,121500,270000,Working,Incomplete higher,Married,House / apartment
105088,0,Cash loans,M,Y,Y,81000,63000,Working,Secondary / secondary special,Married,House / apartment
105089,0,Cash loans,F,N,Y,162000,609183,Working,Secondary / secondary special,Widow,House / apartment
105090,0,Cash loans,F,Y,Y,90000,630000,Working,Secondary / secondary special,Married,House / apartment
105092,0,Revolving loans,F,N,Y,72000,225000,Working,Secondary / secondary special,Single / not married,House / apartment
105093,0,Cash loans,M,Y,Y,135000,675000,Working,Secondary / secondary special,Married,House / apartment
105094,0,Cash loans,F,Y,N,225000,390960,Commercial associate,Higher education,Single / not married,House / apartment
105095,0,Cash loans,M,Y,Y,202500,610762.5,Working,Secondary / secondary special,Married,House / apartment
105096,0,Cash loans,M,Y,Y,130500,675000,Pensioner,Secondary / secondary special,Married,House / apartment
105097,0,Cash loans,F,N,Y,247500,706500,Commercial associate,Secondary / secondary special,Married,House / apartment
105098,0,Cash loans,F,Y,Y,315000,1493086.5,Working,Secondary / secondary special,Civil marriage,House / apartment
105099,0,Cash loans,F,Y,Y,180000,1335996,State servant,Secondary / secondary special,Separated,House / apartment
105100,0,Cash loans,F,N,Y,157500,396850.5,State servant,Secondary / secondary special,Single / not married,House / apartment
105102,0,Revolving loans,F,N,Y,202500,337500,Pensioner,Secondary / secondary special,Widow,House / apartment
105104,0,Cash loans,F,Y,N,58500,107820,Working,Secondary / secondary special,Married,House / apartment
105105,0,Cash loans,F,N,N,67500,166500,Pensioner,Secondary / secondary special,Widow,House / apartment
105106,0,Cash loans,F,Y,Y,112500,343800,Pensioner,Secondary / secondary special,Married,House / apartment
105107,0,Cash loans,F,N,Y,225000,1339884,Commercial associate,Secondary / secondary special,Married,House / apartment
105108,0,Cash loans,F,N,N,202500,1454094,Pensioner,Secondary / secondary special,Married,House / apartment
105109,0,Cash loans,F,N,Y,202500,460858.5,Working,Secondary / secondary special,Civil marriage,House / apartment
105110,0,Cash loans,F,N,N,108000,545040,Working,Secondary / secondary special,Single / not married,With parents
105111,0,Cash loans,M,N,N,270000,1540305,Working,Secondary / secondary special,Single / not married,House / apartment
105112,0,Cash loans,M,Y,Y,225000,526500,Working,Higher education,Single / not married,House / apartment
105113,1,Cash loans,F,N,Y,252000,906660,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
105114,0,Cash loans,F,N,Y,117000,604152,Working,Secondary / secondary special,Married,House / apartment
105115,1,Cash loans,F,N,Y,180000,1096020,Working,Secondary / secondary special,Married,House / apartment
105116,0,Cash loans,F,Y,Y,112500,170640,Working,Secondary / secondary special,Married,House / apartment
105117,1,Cash loans,M,Y,Y,112500,113760,Working,Secondary / secondary special,Single / not married,House / apartment
105118,0,Cash loans,M,Y,Y,270000,305221.5,Commercial associate,Secondary / secondary special,Married,House / apartment
105119,0,Cash loans,F,Y,Y,180000,1350000,Working,Secondary / secondary special,Married,House / apartment
105120,0,Cash loans,M,Y,Y,301500,697500,Working,Secondary / secondary special,Married,House / apartment
105121,0,Cash loans,F,Y,N,149323.5,152820,Commercial associate,Secondary / secondary special,Married,House / apartment
105122,0,Cash loans,F,N,Y,67500,495000,Working,Secondary / secondary special,Married,House / apartment
105123,0,Cash loans,F,N,Y,225000,159993,Working,Secondary / secondary special,Married,Rented apartment
105124,0,Cash loans,F,N,Y,157500,1132573.5,Pensioner,Secondary / secondary special,Widow,House / apartment
105125,0,Cash loans,F,N,Y,157500,244584,Commercial associate,Secondary / secondary special,Married,House / apartment
105126,0,Cash loans,F,Y,Y,166500,314100,Working,Secondary / secondary special,Married,House / apartment
105127,0,Cash loans,F,N,N,90000,166500,Working,Incomplete higher,Civil marriage,Rented apartment
105128,0,Cash loans,M,Y,N,112500,457119,Working,Secondary / secondary special,Married,House / apartment
105129,0,Cash loans,F,N,Y,162000,454500,Working,Secondary / secondary special,Single / not married,House / apartment
105130,0,Cash loans,F,N,Y,67500,50940,Working,Incomplete higher,Married,House / apartment
105131,0,Cash loans,M,Y,Y,270000,755190,Working,Secondary / secondary special,Married,House / apartment
105132,1,Cash loans,M,Y,N,94500,534141,Working,Secondary / secondary special,Married,House / apartment
105133,0,Cash loans,M,N,Y,144000,900000,Pensioner,Higher education,Married,House / apartment
105135,0,Cash loans,F,N,Y,135000,378117,Commercial associate,Secondary / secondary special,Separated,House / apartment
105136,0,Cash loans,F,Y,Y,112500,509400,Working,Secondary / secondary special,Married,House / apartment
105137,0,Cash loans,M,Y,N,270000,473760,Pensioner,Secondary / secondary special,Married,House / apartment
105138,0,Cash loans,M,Y,Y,180000,265851,Working,Secondary / secondary special,Married,House / apartment
105140,1,Cash loans,M,N,Y,202500,550980,Pensioner,Secondary / secondary special,Married,House / apartment
105141,0,Cash loans,M,Y,Y,292500,1006920,State servant,Secondary / secondary special,Married,House / apartment
105143,0,Cash loans,F,N,Y,67500,97038,Working,Secondary / secondary special,Widow,House / apartment
105144,0,Cash loans,F,Y,Y,396000,973503,Commercial associate,Higher education,Separated,House / apartment
105145,0,Cash loans,F,N,N,112500,234576,Working,Secondary / secondary special,Civil marriage,House / apartment
105147,0,Cash loans,M,Y,N,225000,675000,Pensioner,Secondary / secondary special,Married,House / apartment
105148,0,Cash loans,F,Y,Y,220500,697500,Commercial associate,Secondary / secondary special,Married,House / apartment
105149,0,Cash loans,F,Y,Y,315000,1552221,Commercial associate,Higher education,Married,House / apartment
105150,0,Cash loans,M,Y,N,180000,269982,Working,Secondary / secondary special,Single / not married,With parents
105151,0,Cash loans,M,N,N,261000,225000,Commercial associate,Secondary / secondary special,Married,House / apartment
105152,0,Cash loans,F,N,Y,225000,1800000,State servant,Secondary / secondary special,Married,House / apartment
105153,0,Revolving loans,F,N,Y,135000,180000,Commercial associate,Secondary / secondary special,Single / not married,With parents
105154,0,Cash loans,F,N,Y,153000,450000,Working,Secondary / secondary special,Single / not married,House / apartment
105155,1,Cash loans,F,N,N,157500,297130.5,Working,Secondary / secondary special,Single / not married,With parents
105156,0,Revolving loans,F,N,N,54000,225000,Pensioner,Secondary / secondary special,Married,Municipal apartment
105157,0,Cash loans,F,N,N,90000,653328,Commercial associate,Higher education,Married,House / apartment
105158,0,Revolving loans,F,N,Y,90000,270000,Working,Secondary / secondary special,Married,House / apartment
105159,0,Cash loans,F,N,Y,157500,787131,Working,Secondary / secondary special,Single / not married,House / apartment
105160,0,Revolving loans,F,Y,Y,90000,270000,Working,Secondary / secondary special,Married,House / apartment
105161,0,Cash loans,F,N,Y,176400,921861,Commercial associate,Secondary / secondary special,Married,House / apartment
105162,0,Cash loans,F,N,N,112500,474048,Working,Secondary / secondary special,Married,House / apartment
105164,0,Cash loans,F,N,Y,171000,1125000,Commercial associate,Secondary / secondary special,Married,House / apartment
105165,0,Revolving loans,F,N,Y,112500,270000,Commercial associate,Higher education,Single / not married,House / apartment
105166,0,Cash loans,F,N,Y,67500,312768,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
105167,0,Cash loans,F,N,Y,99000,900000,Working,Higher education,Married,House / apartment
105169,0,Revolving loans,F,Y,Y,225000,405000,Working,Higher education,Married,House / apartment
105170,0,Cash loans,F,N,N,90000,360000,Pensioner,Secondary / secondary special,Widow,House / apartment
105171,0,Cash loans,F,N,Y,144000,481176,Pensioner,Secondary / secondary special,Married,House / apartment
105173,0,Cash loans,M,Y,Y,225000,1350000,Commercial associate,Higher education,Married,House / apartment
105174,0,Cash loans,F,N,N,90000,868500,Pensioner,Secondary / secondary special,Married,House / apartment
105175,0,Cash loans,M,N,Y,157500,269550,Working,Secondary / secondary special,Civil marriage,House / apartment
105177,0,Cash loans,M,Y,Y,195750,225000,Commercial associate,Higher education,Married,House / apartment
105178,0,Cash loans,M,Y,Y,180000,225000,Working,Higher education,Single / not married,House / apartment
105179,0,Cash loans,F,N,Y,157500,1125000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
105180,0,Cash loans,M,N,N,90000,675000,Working,Secondary / secondary special,Married,House / apartment
105181,1,Cash loans,M,N,N,135000,487570.5,Working,Secondary / secondary special,Married,House / apartment
105182,0,Cash loans,F,N,Y,166500,397017,State servant,Incomplete higher,Separated,House / apartment
105183,0,Cash loans,M,Y,Y,180000,147888,Working,Higher education,Single / not married,House / apartment
105184,0,Cash loans,F,N,Y,112500,418500,Working,Secondary / secondary special,Married,House / apartment
105185,0,Cash loans,M,N,Y,157500,450000,Working,Lower secondary,Civil marriage,House / apartment
105186,0,Cash loans,F,N,Y,382500,900000,Working,Higher education,Married,House / apartment
105187,0,Cash loans,F,N,Y,180000,344043,State servant,Higher education,Civil marriage,House / apartment
105188,0,Cash loans,F,Y,Y,252000,1288350,State servant,Secondary / secondary special,Married,House / apartment
105189,0,Cash loans,M,N,Y,202500,813195,Commercial associate,Higher education,Single / not married,Co-op apartment
105190,0,Cash loans,F,N,Y,450000,2250000,Pensioner,Secondary / secondary special,Widow,House / apartment
105191,0,Cash loans,F,Y,Y,270000,1546020,Working,Secondary / secondary special,Married,House / apartment
105192,0,Cash loans,M,Y,Y,270000,521280,Working,Secondary / secondary special,Married,House / apartment
105193,0,Cash loans,F,N,N,112500,454500,Working,Higher education,Single / not married,House / apartment
105194,0,Cash loans,M,N,Y,202500,1078200,Commercial associate,Secondary / secondary special,Married,House / apartment
105198,0,Revolving loans,F,N,Y,112500,180000,Working,Secondary / secondary special,Separated,House / apartment
105199,0,Cash loans,M,Y,N,90000,808650,Pensioner,Secondary / secondary special,Married,House / apartment
105200,1,Cash loans,M,Y,N,157500,732834,Working,Secondary / secondary special,Married,Municipal apartment
105201,0,Cash loans,M,N,N,270000,1350000,Working,Higher education,Married,House / apartment
105202,0,Revolving loans,F,N,Y,135000,225000,Pensioner,Lower secondary,Civil marriage,House / apartment
105204,0,Cash loans,F,N,N,225000,675000,Working,Higher education,Single / not married,House / apartment
105205,0,Revolving loans,F,Y,Y,67500,180000,Working,Secondary / secondary special,Married,Rented apartment
105206,0,Cash loans,F,N,Y,180000,1065681,State servant,Secondary / secondary special,Married,House / apartment
105207,0,Cash loans,M,N,Y,171000,101880,Working,Higher education,Married,House / apartment
105208,0,Cash loans,F,N,Y,405000,729000,Commercial associate,Higher education,Married,House / apartment
105209,0,Cash loans,F,N,Y,90000,508495.5,Working,Secondary / secondary special,Civil marriage,House / apartment
105210,0,Cash loans,M,N,Y,112500,397881,Commercial associate,Secondary / secondary special,Separated,House / apartment
105211,0,Cash loans,M,Y,Y,171000,1546020,Commercial associate,Secondary / secondary special,Married,House / apartment
105212,0,Cash loans,M,Y,Y,225000,808650,Commercial associate,Higher education,Separated,House / apartment
105213,0,Cash loans,F,N,Y,112500,148500,Working,Secondary / secondary special,Married,House / apartment
105214,0,Cash loans,F,N,N,292500,900000,Working,Higher education,Married,House / apartment
105215,0,Cash loans,F,N,Y,112500,700830,Working,Secondary / secondary special,Married,House / apartment
105216,0,Cash loans,F,N,N,180000,592560,Working,Secondary / secondary special,Married,House / apartment
105217,0,Cash loans,M,Y,Y,121500,808650,Working,Higher education,Married,House / apartment
105218,0,Cash loans,M,Y,N,157500,229230,Pensioner,Higher education,Single / not married,House / apartment
105219,0,Cash loans,F,N,Y,90000,328405.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment
105220,0,Cash loans,F,N,Y,157500,180000,Working,Secondary / secondary special,Married,House / apartment
105221,0,Cash loans,M,Y,Y,607500,1350639,Commercial associate,Higher education,Married,House / apartment
105222,0,Cash loans,M,Y,N,378000,1506816,Working,Higher education,Separated,Office apartment
105224,0,Cash loans,M,Y,N,315000,724500,Working,Secondary / secondary special,Civil marriage,House / apartment
105225,0,Cash loans,F,N,Y,180000,180000,State servant,Secondary / secondary special,Single / not married,House / apartment
105226,0,Cash loans,M,Y,N,121500,472500,State servant,Higher education,Married,House / apartment
105229,0,Cash loans,F,N,Y,135000,922500,Pensioner,Secondary / secondary special,Civil marriage,With parents
105232,0,Cash loans,M,N,N,247500,477000,Commercial associate,Secondary / secondary special,Married,House / apartment
105233,0,Cash loans,F,N,Y,225000,1671210,Pensioner,Secondary / secondary special,Married,House / apartment
105234,0,Cash loans,F,Y,Y,117000,450000,Working,Higher education,Married,House / apartment
105235,0,Cash loans,F,N,Y,202500,630000,Working,Higher education,Civil marriage,House / apartment
105236,0,Cash loans,M,Y,Y,135000,254700,Working,Secondary / secondary special,Married,House / apartment
105237,0,Cash loans,F,N,Y,90000,162000,Working,Secondary / secondary special,Married,House / apartment
105238,0,Cash loans,F,Y,Y,135000,906615,State servant,Secondary / secondary special,Married,House / apartment
105240,0,Cash loans,F,N,Y,112500,1066608,Commercial associate,Secondary / secondary special,Separated,House / apartment
105241,0,Cash loans,M,N,Y,157500,675000,Working,Higher education,Married,House / apartment
105243,0,Cash loans,M,Y,N,202500,1078200,Commercial associate,Higher education,Married,House / apartment
105246,0,Cash loans,M,N,Y,144000,253737,Working,Incomplete higher,Married,House / apartment
105247,1,Cash loans,F,N,N,90000,612612,Working,Secondary / secondary special,Married,Municipal apartment
105250,0,Cash loans,F,N,Y,67500,634482,Working,Secondary / secondary special,Single / not married,House / apartment
105251,0,Cash loans,M,Y,Y,225000,508495.5,Working,Secondary / secondary special,Married,House / apartment
105252,0,Cash loans,M,Y,Y,157500,545040,Working,Secondary / secondary special,Married,House / apartment
105253,0,Cash loans,M,Y,Y,157500,755190,Working,Secondary / secondary special,Married,House / apartment
105254,0,Cash loans,M,Y,N,157500,808650,Working,Lower secondary,Married,House / apartment
105255,0,Revolving loans,M,Y,Y,180000,540000,Working,Secondary / secondary special,Married,House / apartment
105256,0,Cash loans,F,N,Y,315000,651595.5,Working,Higher education,Civil marriage,House / apartment
105257,0,Cash loans,F,N,N,81000,497520,Working,Secondary / secondary special,Married,House / apartment
105258,0,Cash loans,F,N,N,171000,269550,Working,Secondary / secondary special,Married,House / apartment
105259,1,Cash loans,F,N,N,121500,521280,Working,Secondary / secondary special,Separated,Municipal apartment
105260,0,Cash loans,F,Y,N,40500,490536,Working,Secondary / secondary special,Married,House / apartment
105261,0,Cash loans,F,N,N,135000,900000,Pensioner,Secondary / secondary special,Widow,House / apartment
105262,0,Revolving loans,F,Y,Y,225000,157500,Working,Higher education,Married,With parents
105263,1,Cash loans,M,Y,Y,157500,640080,Working,Higher education,Single / not married,House / apartment
105264,0,Cash loans,F,N,Y,112500,1113133.5,State servant,Higher education,Married,House / apartment
105265,0,Cash loans,M,N,Y,112500,712944,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
105267,0,Revolving loans,F,N,Y,117000,180000,Pensioner,Secondary / secondary special,Married,House / apartment
105268,0,Cash loans,M,Y,Y,337500,495000,Commercial associate,Secondary / secondary special,Married,House / apartment
105269,0,Cash loans,F,N,Y,135000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment
105270,0,Revolving loans,F,Y,Y,342000,900000,Working,Higher education,Married,House / apartment
105272,0,Cash loans,F,Y,Y,117000,679500,Working,Secondary / secondary special,Married,House / apartment
105273,0,Cash loans,F,N,N,135000,675000,Working,Secondary / secondary special,Civil marriage,House / apartment
105274,0,Cash loans,M,Y,Y,360000,1108269,Commercial associate,Higher education,Married,House / apartment
105275,0,Cash loans,F,N,Y,135000,603000,Working,Secondary / secondary special,Married,House / apartment
105277,0,Cash loans,F,N,Y,49500,225000,Pensioner,Secondary / secondary special,Widow,House / apartment
105278,0,Cash loans,F,N,Y,112500,1042560,Working,Secondary / secondary special,Married,Municipal apartment
105279,0,Cash loans,F,N,Y,157500,202500,State servant,Higher education,Single / not married,House / apartment
105280,0,Cash loans,M,N,Y,112500,264888,Commercial associate,Higher education,Married,House / apartment
105281,0,Cash loans,F,N,Y,126000,343377,Working,Secondary / secondary special,Married,House / apartment
105283,0,Cash loans,M,N,Y,292500,417024,Commercial associate,Higher education,Married,House / apartment
105284,0,Cash loans,F,N,Y,54000,810000,Working,Secondary / secondary special,Married,House / apartment
105285,0,Cash loans,M,N,N,225000,508495.5,State servant,Secondary / secondary special,Separated,House / apartment
105286,0,Cash loans,F,N,Y,450000,675000,Working,Secondary / secondary special,Civil marriage,House / apartment
105287,0,Cash loans,F,Y,Y,337500,1046142,Pensioner,Secondary / secondary special,Married,House / apartment
105288,0,Cash loans,M,N,Y,225000,313438.5,Commercial associate,Higher education,Single / not married,House / apartment
105289,0,Cash loans,F,Y,Y,112500,755190,Working,Incomplete higher,Married,With parents
105290,0,Cash loans,F,N,N,135000,182448,Working,Higher education,Married,House / apartment
105291,0,Cash loans,F,N,Y,99000,528633,Commercial associate,Higher education,Widow,House / apartment
105293,0,Cash loans,F,N,N,90000,700830,Working,Secondary / secondary special,Civil marriage,House / apartment
105294,0,Cash loans,F,N,N,157500,808650,Working,Secondary / secondary special,Married,House / apartment
105295,0,Cash loans,F,N,Y,90000,835605,Working,Secondary / secondary special,Married,House / apartment
105296,0,Cash loans,M,N,Y,112500,161730,Working,Secondary / secondary special,Married,House / apartment
105298,0,Cash loans,F,Y,Y,99000,225000,Working,Secondary / secondary special,Married,House / apartment
105299,0,Cash loans,F,N,Y,157500,584766,Working,Secondary / secondary special,Widow,House / apartment
105300,0,Cash loans,F,N,N,135000,450000,State servant,Secondary / secondary special,Married,Municipal apartment
105301,0,Cash loans,F,N,Y,270000,900000,Working,Secondary / secondary special,Separated,House / apartment
105302,0,Revolving loans,M,Y,Y,202500,202500,Commercial associate,Secondary / secondary special,Married,House / apartment
105303,0,Revolving loans,M,Y,Y,193500,585000,Working,Higher education,Married,House / apartment
105304,0,Cash loans,F,N,N,225000,453514.5,Working,Higher education,Single / not married,With parents
105305,0,Cash loans,F,N,Y,135000,1005120,Working,Secondary / secondary special,Married,Office apartment
105306,0,Cash loans,M,Y,Y,202500,877500,Commercial associate,Secondary / secondary special,Married,House / apartment
105307,0,Cash loans,F,N,N,225000,904500,Working,Secondary / secondary special,Separated,House / apartment
105308,1,Cash loans,M,N,Y,112500,634482,Working,Secondary / secondary special,Married,House / apartment
105309,0,Cash loans,F,Y,Y,135000,450000,Working,Higher education,Married,House / apartment
105310,0,Cash loans,F,N,Y,67500,428854.5,State servant,Secondary / secondary special,Married,House / apartment
105311,1,Cash loans,M,N,Y,450000,450000,Working,Secondary / secondary special,Civil marriage,Municipal apartment
105312,0,Cash loans,F,Y,Y,135000,1113840,Working,Higher education,Married,House / apartment
105313,0,Cash loans,F,N,Y,135000,1056447,Working,Secondary / secondary special,Married,House / apartment
105314,0,Cash loans,F,N,Y,112500,314055,Working,Secondary / secondary special,Married,House / apartment
105315,0,Cash loans,M,Y,Y,405000,589045.5,Commercial associate,Higher education,Single / not married,House / apartment
105316,0,Cash loans,M,N,N,157500,284400,Working,Secondary / secondary special,Married,House / apartment
105317,0,Cash loans,F,N,N,315000,640080,Working,Higher education,Civil marriage,House / apartment
105318,0,Cash loans,M,Y,N,112500,1288350,Working,Secondary / secondary special,Married,House / apartment
105319,1,Cash loans,F,N,Y,84150,265536,Pensioner,Secondary / secondary special,Married,House / apartment
105320,0,Cash loans,F,N,N,171000,765000,Working,Higher education,Separated,House / apartment
105321,0,Cash loans,F,N,Y,67500,312768,Pensioner,Secondary / secondary special,Widow,House / apartment
105322,0,Revolving loans,F,N,Y,67500,180000,Working,Higher education,Civil marriage,House / apartment
105323,0,Cash loans,F,Y,Y,157500,945000,Commercial associate,Secondary / secondary special,Married,House / apartment
105324,0,Cash loans,F,N,N,135000,364896,Working,Secondary / secondary special,Married,Municipal apartment
105325,0,Cash loans,M,Y,Y,247500,1006920,Commercial associate,Higher education,Married,House / apartment
105326,1,Cash loans,F,Y,Y,157500,544500,Working,Secondary / secondary special,Married,House / apartment
105327,0,Revolving loans,F,N,Y,135000,405000,Working,Secondary / secondary special,Single / not married,House / apartment
105328,0,Revolving loans,F,N,Y,157500,315000,State servant,Secondary / secondary special,Married,House / apartment
105329,0,Revolving loans,F,N,Y,207000,585000,State servant,Higher education,Widow,House / apartment
105330,0,Cash loans,F,N,N,171000,814041,Pensioner,Secondary / secondary special,Widow,House / apartment
105331,0,Cash loans,F,N,Y,81000,512064,Working,Secondary / secondary special,Civil marriage,House / apartment
105334,0,Cash loans,M,N,N,99000,291384,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
105335,0,Cash loans,F,N,Y,135000,651600,Working,Higher education,Civil marriage,House / apartment
